category,taxonomyRank,rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,categoryOverview,categoryLimitations,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy,sourceQueries,importanceReasons
"AI for Science, Healthcare, and Robotics",11,131,33,33,2021,UNETR: Transformers for 3D Medical Image Segmentation,"Ali Hatamizadeh, Dong Yang, H. Roth, Daguang Xu",IEEE Workshop/Winter Conference on Applications of Computer Vision,2021-03-18,2737,330,272.359,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",benchmark/dataset; transformer; ai4science,nlp; vision; ai4science,Fully Convolutional Neural Networks (FCNNs) with contracting and expanding paths have shown prominence for the majority of medical image segmentation applications since the past decade.,"high citation signal (2,737); influential citation signal (330); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/WACV51458.2022.00181,https://www.semanticscholar.org/paper/7519a1e9e7371df79bd8a21cee871feb0ec597a5,https://arxiv.org/pdf/2103.10504,10.1109/WACV51458.2022.00181,2103.10504,,Computer Science; Engineering; Medicine,natural language processing,citations=2737; influential=330; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=6
"AI for Science, Healthcare, and Robotics",12,134,29,29,2020,"Offline Reinforcement Learning: Tutorial, Review, and Perspectives on Open Problems","S. Levine, Aviral Kumar, G. Tucker, Justin Fu",arXiv.org,2020-05-04,2671,228,263.665,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; ai4science; reinforcement-learning,reinforcement-learning; ai4science,"In this tutorial article, we aim to provide the reader with the conceptual tools needed to get started on research on offline reinforcement learning algorithms: reinforcement learning algorithms that utilize previously collected data, without additional online data collection.","high citation signal (2,671); influential citation signal (228)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://www.semanticscholar.org/paper/5e7bc93622416f14e6948a500278bfbe58cd3890,https://www.semanticscholar.org/paper/5e7bc93622416f14e6948a500278bfbe58cd3890,,,2005.01643,,Computer Science; Education; Mathematics,deep learning; reinforcement learning,citations=2671; influential=228; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2
"AI for Science, Healthcare, and Robotics",13,137,31,31,2020,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation,"Huimin Huang, Lanfen Lin, Ruofeng Tong, Hongjie Hu, Qiaowei Zhang, Yutaro Iwamoto, Xianhua Han, Yenwei Chen, et al.","IEEE International Conference on Acoustics, Speech, and Signal Processing",2020-04-19,2643,152,249.787,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",ai4science,vision; ai4science,"Recently, a growing interest has been seen in deep learning-based semantic segmentation.","high citation signal (2,643); influential citation signal (152); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/ICASSP40776.2020.9053405,https://www.semanticscholar.org/paper/0b444f74dd9cc06c2833dd15f9258ef5e169e6ea,http://arxiv.org/pdf/2004.08790,10.1109/ICASSP40776.2020.9053405,2004.08790,,Computer Science; Engineering; Medicine,deep learning,citations=2643; influential=152; resource signal; open PDF metadata; AI term matches=2
"AI for Science, Healthcare, and Robotics",14,138,32,32,2020,Explainable AI: A Review of Machine Learning Interpretability Methods,"Pantelis Linardatos, Vasilis Papastefanopoulos, S. Kotsiantis",Entropy,2020-12-25,2626,70,254.897,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; trustworthy-ai; ai4science,trustworthy-ai; ai4science,"Recent advances in artificial intelligence (AI) have led to its widespread industrial adoption, with machine learning systems demonstrating superhuman performance in a significant number of tasks.","high citation signal (2,626); influential citation signal (70); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.3390/e23010018,https://www.semanticscholar.org/paper/f156ecbbb9243522275490d698c6825f4d2e01af,https://www.mdpi.com/1099-4300/23/1/18/pdf?version=1609160444,10.3390/e23010018,,33375658,Computer Science; Medicine,artificial intelligence; machine learning,citations=2626; influential=70; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=3; AI term matches=5; query hits=2
"AI for Science, Healthcare, and Robotics",15,140,33,33,2020,"A Review of Uncertainty Quantification in Deep Learning: Techniques, Applications and Challenges","M. Abdar, Farhad Pourpanah, Sadiq Hussain, Dana Rezazadegan, Li Liu, M. Ghavamzadeh, P. Fieguth, Xiaochun Cao, et al.",Information Fusion,2020-11-12,2608,59,248.389,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; trustworthy-ai; ai4science; reinforcement-learning,nlp; vision; reinforcement-learning; trustworthy-ai; ai4science,Uncertainty quantification (UQ) plays a pivotal role in reduction of uncertainties during both optimization and decision making processes.,"high citation signal (2,608); influential citation signal (59); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.inffus.2021.05.008,https://www.semanticscholar.org/paper/f14fc9e399d44463a17cc47a9b339b58f6ef7502,https://doi.org/10.1016/j.inffus.2021.05.008,10.1016/j.inffus.2021.05.008,2011.06225,,Computer Science,computer vision; deep learning; natural language processing; reinforcement learning,citations=2608; influential=59; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=6; query hits=4
"AI for Science, Healthcare, and Robotics",16,155,41,41,2020,Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal,"L. Wynants, B. Van calster, M. Bonten, G. Collins, T. Debray, M. de Vos, M. Haller, G. Heinze, et al.",British medical journal,2020-04-07,2403,102,246.154,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; ai4science,reinforcement-learning; trustworthy-ai; ai4science," preprint reports of prediction models for diagnosing coronavirus disease 2019 (covid-19) in patients with suspected infection, for prognosis of patients with covid-19, and for detecting people in the general population at risk of being admitted to hospital for covid-19 pneumonia.","high citation signal (2,403); influential citation signal (102); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1136/bmj.m1328,https://www.semanticscholar.org/paper/1e0b4ff3066d2c792f6de51149ad6a332a616684,https://www.bmj.com/content/bmj/369/bmj.m1328.full.pdf,10.1136/bmj.m1328,,32265220,Computer Science; Medicine,machine learning,citations=2403; influential=102; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; AI term matches=1
"AI for Science, Healthcare, and Robotics",17,159,42,42,2020,Deep Reinforcement Learning for Autonomous Driving: A Survey,"B. R. Kiran, Ibrahim Sobh, V. Talpaert, P. Mannion, A. A. Sallab, S. Yogamani, P. P'erez",IEEE transactions on intelligent transportation systems (Print),2020-02-02,2370,53,248.809,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; reinforcement-learning,reinforcement-learning; ai4science,"With the development of deep representation learning, the domain of reinforcement learning (RL) has become a powerful learning framework now capable of learning complex policies in high dimensional environments.","high citation signal (2,370); influential citation signal (53); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/TITS.2021.3054625,https://www.semanticscholar.org/paper/129983331ca874142a3e8eb2d93d820bdf1f9aca,https://arxiv.org/pdf/2002.00444,10.1109/TITS.2021.3054625,2002.00444,,Computer Science; Engineering,deep learning; reinforcement learning,citations=2370; influential=53; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2
"AI for Science, Healthcare, and Robotics",18,167,39,39,2021,"Deep Learning: A Comprehensive Overview on Techniques, Taxonomy, Applications and Research Directions",Iqbal H. Sarker,SN Computer Science,2021-08-02,2283,56,250.744,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; generative; ai4science,generative-ai; nlp; vision; ai4science,"Deep learning (DL), a branch of machine learning (ML) and artificial intelligence (AI) is nowadays considered as a core technology of today’s Fourth Industrial Revolution (4IR or Industry 4.0).","high citation signal (2,283); influential citation signal (56); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s42979-021-00815-1,https://www.semanticscholar.org/paper/db6ad6ded1cfa26fdc7437f27fb823ec533e96fe,https://link.springer.com/content/pdf/10.1007/s42979-021-00815-1.pdf,10.1007/s42979-021-00815-1,,34426802,Computer Science; Medicine,artificial intelligence; deep learning; machine learning,citations=2283; influential=56; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=3
"AI for Science, Healthcare, and Robotics",19,168,33,33,2022,Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images,"Ali Hatamizadeh, V. Nath, Yucheng Tang, Dong Yang, H. Roth, Daguang Xu",BrainLes@MICCAI,2022-01-04,2270,250,262.372,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",transformer; ai4science,multimodal; nlp; vision; ai4science,Semantic segmentation of brain tumors is a fundamental medical image analysis task involving multiple MRI imaging modalities that can assist clinicians in diagnosing the patient and successively studying the progression of the malignant entity.,"high citation signal (2,270); influential citation signal (250)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/978-3-031-08999-2_22,https://www.semanticscholar.org/paper/f7410f535bda5b5a9888512fb954193245c1d0b2,,10.1007/978-3-031-08999-2_22,2201.01266,,Computer Science; Engineering; Medicine,computer vision; natural language processing,citations=2270; influential=250; resource signal; open PDF metadata; title AI matches=2; AI term matches=5; query hits=2
"AI for Science, Healthcare, and Robotics",20,169,34,34,2022,Diffusion Models: A Comprehensive Survey of Methods and Applications,"Ling Yang, Zhilong Zhang, Shenda Hong, Runsheng Xu, Yue Zhao, Yingxia Shao, Wentao Zhang, Ming-Hsuan Yang, et al.",ACM Computing Surveys,2022-09-02,2263,71,243.821,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; generative; ai4science,generative-ai; nlp; vision; ai4science,"Diffusion models have emerged as a powerful new family of deep generative models with record-breaking performance in many applications, including image synthesis, video generation, and molecule design.","high citation signal (2,263); influential citation signal (71); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/3626235,https://www.semanticscholar.org/paper/e342165a614588878ad0f4bc9bacf3905df34d08,https://arxiv.org/pdf/2209.00796,10.1145/3626235,2209.00796,,Computer Science,computer vision; natural language processing,citations=2263; influential=71; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2
"AI for Science, Healthcare, and Robotics",21,171,41,41,2023,Revolutionizing healthcare: the role of artificial intelligence in clinical practice,"Shuroug A. Alowais, S. Alghamdi, N. Alsuhebany, Tariq Alqahtani, Abdulrahman I. Alshaya, Sumaya N Almohareb, Atheer Aldairem, Mohammed A. Alrashed, et al.",BMC Medical Education,2023-09-22,2258,47,239.096,"Applied AI for science and healthcare is shifting from proof-of-concept prediction toward validated workflows for biology, medicine, molecules, and robotics. The most visible work couples domain data with deep learning architectures that can transfer into laboratory, clinical, or embodied settings. Evaluation increasingly needs external validation, prospective testing, reproducible datasets, and domain-specific safety constraints.","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores. Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions. Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",survey/review; trustworthy-ai; ai4science,trustworthy-ai; ai4science,"Introduction Healthcare systems are complex and challenging for all stakeholders, but artificial intelligence (AI) has transformed various fields, including healthcare, with the potential to improve patient care and quality of life.","high citation signal (2,258); influential citation signal (47); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1186/s12909-023-04698-z,https://www.semanticscholar.org/paper/5cde474869cb230a29b3ba0f6f685f5162b1a1a1,https://bmcmededuc.biomedcentral.com/counter/pdf/10.1186/s12909-023-04698-z,10.1186/s12909-023-04698-z,,37740191,Computer Science; Medicine,artificial intelligence,citations=2258; influential=47; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=4
