category,taxonomyRank,rank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,categoryOverview,categoryLimitations,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy,sourceQueries,importanceReasons
Foundation Models and Large Language Models,3,7,1,2023,LLaMA: Open and Efficient Foundation Language Models,"Hugo Touvron, Thibaut Lavril, Gautier Izacard, X. Martinet, M. Lachaux, Timothée Lacroix, Baptiste Rozière, Naman Goyal, et al.",arXiv.org,2023-02-27,20427,2131,329.65,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer,foundation-models,"We introduce LLaMA, a collection of foundation language models ranging from 7B to 65B parameters.","high citation signal (20,427); influential citation signal (2,131)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/57e849d0de13ed5f91d086936296721d4ff75a75,https://www.semanticscholar.org/paper/57e849d0de13ed5f91d086936296721d4ff75a75,,,2302.13971,,Computer Science,foundation models,citations=20427; influential=2131; open PDF metadata; title AI matches=1; AI term matches=1
Foundation Models and Large Language Models,4,8,4,2021,LoRA: Low-Rank Adaptation of Large Language Models,"J. Hu, Yelong Shen, Phillip Wallis, Zeyuan Allen-Zhu, Yuanzhi Li, Shean Wang, Weizhu Chen",International Conference on Learning Representations,2021-06-17,20108,2862,340.431,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; self-supervised,foundation-models; nlp,An important paradigm of natural language processing consists of large-scale pre-training on general domain data and adaptation to particular tasks or domains.,"high citation signal (20,108); influential citation signal (2,862)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/a8ca46b171467ceb2d7652fbfb67fe701ad86092,https://www.semanticscholar.org/paper/a8ca46b171467ceb2d7652fbfb67fe701ad86092,,,2106.09685,,Computer Science,large language models; natural language processing,citations=20108; influential=2862; open PDF metadata; title AI matches=2; AI term matches=4; query hits=2
Foundation Models and Large Language Models,5,9,2,2022,Chain of Thought Prompting Elicits Reasoning in Large Language Models,"Jason Wei, Xuezhi Wang, Dale Schuurmans, Maarten Bosma, Ed H. Chi, F. Xia, Quoc Le, Denny Zhou",Neural Information Processing Systems,2022-01-28,19316,1316,335.676,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; transformer,foundation-models; nlp,We explore how generating a chain of thought -- a series of intermediate reasoning steps -- significantly improves the ability of large language models to perform complex reasoning.,"high citation signal (19,316); influential citation signal (1,316)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/068431-1800,https://www.semanticscholar.org/paper/1b6e810ce0afd0dd093f789d2b2742d047e316d5,,10.52202/068431-1800,2201.11903,,Computer Science,large language models,citations=19316; influential=1316; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=3; AI term matches=3
Foundation Models and Large Language Models,6,10,2,2023,Llama 2: Open Foundation and Fine-Tuned Chat Models,"Hugo Touvron, Louis Martin, Kevin R. Stone, Peter Albert, Amjad Almahairi, Yasmine Babaei, Niko-lay Bashlykov, Soumya Batra, et al.",arXiv.org,2023-07-18,17320,2177,333.319,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",trustworthy-ai,foundation-models; nlp; trustworthy-ai,"In this work, we develop and release Llama 2, a collection of pretrained and fine-tuned large language models (LLMs) ranging in scale from 7 billion to 70 billion parameters.","high citation signal (17,320); influential citation signal (2,177)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/104b0bb1da562d53cbda87aec79ef6a2827d191a,https://www.semanticscholar.org/paper/104b0bb1da562d53cbda87aec79ef6a2827d191a,,,2307.09288,,Computer Science,foundation models; large language models,citations=17320; influential=2177; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=2; query hits=2
Foundation Models and Large Language Models,7,11,1,2024,The Llama 3 Herd of Models,"Abhimanyu Dubey, Abhinav Jauhri, Abhinav Pandey, Abhishek Kadian, Ahmad Al-Dahle, Aiesha Letman, Akhil Mathur, A. Schelten, et al.",,2024-07-31,16216,3038,337.534,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; trustworthy-ai,foundation-models; nlp; vision; trustworthy-ai,Modern artificial intelligence (AI) systems are powered by foundation models.,"high citation signal (16,216); influential citation signal (3,038)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/40e8af970329135ec95057d73e239dab805ad128,https://www.semanticscholar.org/paper/40e8af970329135ec95057d73e239dab805ad128,,,2407.21783,,Computer Science; Linguistics,artificial intelligence; foundation models,citations=16216; influential=3038; translation/trustworthiness signal; open PDF metadata; AI term matches=6; query hits=2
Foundation Models and Large Language Models,8,12,3,2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,"Patrick Lewis, Ethan Perez, Aleksandara Piktus, F. Petroni, Vladimir Karpukhin, Naman Goyal, Heinrich Kuttler, M. Lewis, et al.",Neural Information Processing Systems,2020-05-22,15004,1402,322.004,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",retrieval,foundation-models; nlp,"Large pre-trained language models have been shown to store factual knowledge in their parameters, and achieve state-of-the-art results when fine-tuned on downstream NLP tasks.","high citation signal (15,004); influential citation signal (1,402)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/659bf9ce7175e1ec266ff54359e2bd76e0b7ff31,https://www.semanticscholar.org/paper/659bf9ce7175e1ec266ff54359e2bd76e0b7ff31,,,2005.11401,,Computer Science,large language models,citations=15004; influential=1402; open PDF metadata; title AI matches=2; AI term matches=4
Foundation Models and Large Language Models,9,16,6,2021,Evaluating Large Language Models Trained on Code,"Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Pondé, Jared Kaplan, Harrison Edwards, Yura Burda, et al.",arXiv.org,2021-07-07,10122,1555,319.795,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; trustworthy-ai,foundation-models; nlp; trustworthy-ai,"We introduce Codex, a GPT language model fine-tuned on publicly available code from GitHub, and study its Python code-writing capabilities.","high citation signal (10,122); influential citation signal (1,555)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269,https://www.semanticscholar.org/paper/acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269,,,2107.03374,,Computer Science,large language models,citations=10122; influential=1555; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=3
Foundation Models and Large Language Models,10,17,4,2023,Visual Instruction Tuning,"Haotian Liu, Chunyuan Li, Qingyang Wu, Yong Jae Lee",Neural Information Processing Systems,2023-04-17,9932,1598,318.759,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; transformer,foundation-models; generative-ai; multimodal; vision; ai4science,"Instruction tuning large language models (LLMs) using machine-generated instruction-following data has improved zero-shot capabilities on new tasks, but the idea is less explored in the multimodal field.","high citation signal (9,932); influential citation signal (1,598); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2304.08485,https://www.semanticscholar.org/paper/a5036f31f0e629dc661f120b8c3b1f374d479ab8,http://arxiv.org/pdf/2304.08485,10.48550/arXiv.2304.08485,2304.08485,,Computer Science,large language models,citations=9932; influential=1598; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=4
Foundation Models and Large Language Models,11,19,5,2023,Judging LLM-as-a-judge with MT-Bench and Chatbot Arena,"Lianmin Zheng, Wei-Lin Chiang, Ying Sheng, Siyuan Zhuang, Zhanghao Wu, Yonghao Zhuang, Zi Lin, Zhuohan Li, et al.",Neural Information Processing Systems,2023-06-09,9220,1218,317.324,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; transformer; trustworthy-ai,foundation-models; nlp; trustworthy-ai,Evaluating large language model (LLM) based chat assistants is challenging due to their broad capabilities and the inadequacy of existing benchmarks in measuring human preferences.,"high citation signal (9,220); influential citation signal (1,218)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/075280-2020,https://www.semanticscholar.org/paper/a0a79dad89857a96f8f71b14238e5237cbfc4787,,10.52202/075280-2020,2306.05685,,Computer Science,large language models,citations=9220; influential=1218; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=3
Foundation Models and Large Language Models,12,20,6,2023,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"Rafael Rafailov, Archit Sharma, E. Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn",Neural Information Processing Systems,2023-05-29,9211,1981,314.108,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",reinforcement-learning,foundation-models; nlp; reinforcement-learning,"While large-scale unsupervised language models (LMs) learn broad world knowledge and some reasoning skills, achieving precise control of their behavior is difficult due to the completely unsupervised nature of their training.","high citation signal (9,211); influential citation signal (1,981)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/075280-2338,https://www.semanticscholar.org/paper/0d1c76d45afa012ded7ab741194baf142117c495,,10.52202/075280-2338,2305.18290,,Computer Science,large language models; reinforcement learning,citations=9211; influential=1981; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2
Foundation Models and Large Language Models,13,23,4,2022,Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,"Chitwan Saharia, William Chan, Saurabh Saxena, Lala Li, Jay Whang, Emily L. Denton, Seyed Kamyar Seyed Ghasemipour, Burcu Karagol Ayan, et al.",Neural Information Processing Systems,2022-05-23,8468,482,301.492,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review; benchmark/dataset; transformer; generative,foundation-models; generative-ai; multimodal; nlp; vision,"We present Imagen, a text-to-image diffusion model with an unprecedented degree of photorealism and a deep level of language understanding.","high citation signal (8,468); influential citation signal (482); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2205.11487,https://www.semanticscholar.org/paper/9695824d7a01fad57ba9c01d7d76a519d78d65e7,https://arxiv.org/pdf/2205.11487,10.48550/arXiv.2205.11487,2205.11487,,Computer Science,large language models,citations=8468; influential=482; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=5
Foundation Models and Large Language Models,14,25,8,2023,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,"Junnan Li, Dongxu Li, S. Savarese, Steven C. H. Hoi",International Conference on Machine Learning,2023-01-30,8331,956,315.706,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; self-supervised; generative,foundation-models; generative-ai; multimodal; nlp; vision,The cost of vision-and-language pre-training has become increasingly prohibitive due to end-to-end training of large-scale models.,"high citation signal (8,331); influential citation signal (956); recognized venue; open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2301.12597,https://www.semanticscholar.org/paper/3f5b31c4f7350dc88002c121aecbdc82f86eb5bb,http://arxiv.org/pdf/2301.12597,10.48550/arXiv.2301.12597,2301.12597,,Computer Science,large language models,citations=8331; influential=956; recognized venue; open PDF metadata; title AI matches=2; AI term matches=6
